PAD_NONE,0
PAD_PULLDOWN,1
PAD_PULLUP,2
PAD_KEEPER,3
,
PAD_C_GPIO_BASE,0
PAD_S_GPIO_BASE,96
PAD_P_GPIO_BASE,128
PAD_L_GPIO_BASE,224
PAD_DSI_GPIO_BASE,256
PAD_D_GPIO_BASE,288
PAD_H_GPIO_BASE,320
PAD_A_GPIO_BASE,352
PAD_DSI_DSI_GPIO_BASE,384
PAD_DS_GROUP_10,0
PAD_DS_GROUP_16,268435456
PAD_DS_GROUP_40,2147483648
PAD_PIN_NOT_EXIST,64
PAD_PIN_CGPIO0,0
PAD_PIN_CGPIO1,2
PAD_PIN_CGPIO2,4
PAD_PIN_CGPIO3,6
PAD_PIN_CGPIO4,8
PAD_PIN_CGPIO5,10
PAD_PIN_CGPIO6,12
PAD_PIN_CGPIO7,14
PAD_PIN_CGPIO8,16
PAD_PIN_CGPIO9,18
PAD_PIN_CGPIO10,20
PAD_PIN_CGPIO11,22
PAD_PIN_CGPIO12,24
PAD_PIN_CGPIO13,26
PAD_PIN_CGPIO14,28
PAD_PIN_CGPIO15,30
PAD_PIN_CGPIO16,32
PAD_PIN_CGPIO17,34
PAD_PIN_CGPIO18,36
PAD_PIN_CGPIO19,38
PAD_PIN_CGPIO20,40
PAD_PIN_CGPIO21,42
PAD_PIN_CGPIO22,44
PAD_PIN_SGPIO0,96
PAD_PIN_SGPIO1,98
PAD_PIN_SGPIO2,100
PAD_PIN_SGPIO3,102
PAD_PIN_SGPIO4,104
PAD_PIN_SGPIO5,106
PAD_PIN_SGPIO6,108
PAD_PIN_SGPIO7,110
PAD_PIN_SGPIO8,112
PAD_PIN_SGPIO9,114
PAD_PIN_SGPIO10,116
PAD_PIN_SGPIO11,118
PAD_PIN_SGPIO12,120
PAD_PIN_PGPIO0,128
PAD_PIN_PGPIO1,130
PAD_PIN_PGPIO2,132
PAD_PIN_PGPIO3,134
PAD_PIN_PGPIO4,136
PAD_PIN_PGPIO5,138
PAD_PIN_PGPIO6,140
PAD_PIN_PGPIO7,142
PAD_PIN_PGPIO8,144
PAD_PIN_PGPIO9,146
PAD_PIN_PGPIO10,148
PAD_PIN_PGPIO11,150
PAD_PIN_PGPIO12,152
PAD_PIN_PGPIO13,154
PAD_PIN_PGPIO14,156
PAD_PIN_PGPIO15,158
PAD_PIN_PGPIO16,160
PAD_PIN_PGPIO17,162
PAD_PIN_PGPIO18,164
PAD_PIN_PGPIO19,166
PAD_PIN_PGPIO20,168
PAD_PIN_PGPIO21,170
PAD_PIN_PGPIO22,172
PAD_PIN_PGPIO23,174
PAD_PIN_PGPIO24,176
,
PAD_PIN_LGPIO0,224
PAD_PIN_LGPIO1,226
PAD_PIN_LGPIO2,228
PAD_PIN_LGPIO3,230
PAD_PIN_LGPIO4,232
PAD_PIN_LGPIO5,234
PAD_PIN_LGPIO6,236
PAD_PIN_LGPIO7,238
PAD_PIN_LGPIO8,240
PAD_PIN_LGPIO9,242
PAD_PIN_DSIGPIO0,256
PAD_PIN_DSIGPIO1,258
PAD_PIN_DSIGPIO2,260
PAD_PIN_DSIGPIO3,262
PAD_PIN_DSIGPIO4,264
PAD_PIN_DSIGPIO5,266
PAD_PIN_DSIGPIO6,268
PAD_PIN_DSIGPIO7,270
PAD_PIN_DSIGPIO8,272
PAD_PIN_DSIGPIO9,274
PAD_PIN_DSIGPIO10,276
PAD_PIN_DGPIO0,288
PAD_PIN_DGPIO1,290
PAD_PIN_DGPIO2,292
PAD_PIN_DGPIO3,294
PAD_PIN_DGPIO4,296
PAD_PIN_DGPIO5,298
PAD_PIN_DGPIO6,300
PAD_PIN_DGPIO7,302
PAD_PIN_DGPIO8,304
PAD_PIN_DGPIO9,306
PAD_PIN_DGPIO10,308
PAD_PIN_HSIGPIO0,320
PAD_PIN_HSIGPIO1,322
PAD_PIN_HSIGPIO2,324
PAD_PIN_HSIGPIO3,326
PAD_PIN_HSIGPIO4,328
PAD_PIN_HSIGPIO5,330
PAD_PIN_HSIGPIO6,332
PAD_PIN_HSIGPIO7,334
PAD_PIN_HSIGPIO8,336
PAD_PIN_HSIGPIO9,338
PAD_PIN_HSIGPIO10,340
PAD_PIN_HSIGPIO11,342
PAD_PIN_AGPIO0,352
PAD_PIN_AGPIO1,354
PAD_PIN_AGPIO2,356
PAD_PIN_MAX,356
,
PAD_NONE,0
PAD_PULLDOWN,1
PAD_PULLUP,2
PAD_KEEPER,3
,
PAD_DRIVINGSINK_4MA ,17
PAD_DRIVINGSINK_10MA,2
PAD_DRIVINGSINK_8MA ,32
PAD_DRIVINGSINK_12MA ,2112
PAD_DRIVINGSINK_16MA,128
PAD_DRIVINGSINK_3MA ,256
PAD_DRIVINGSINK_6MA,512
PAD_DRIVINGSINK_9MA,1024
PAD_DRIVINGSINK_15MA,4096
PAD_DRIVINGSINK_18MA,8192
PAD_DRIVINGSINK_21MA,16384
PAD_DRIVINGSINK_24MA,32768
PAD_DRIVINGSINK_5MA,61441
PAD_DRIVINGSINK_20MA ,61442
PAD_DRIVINGSINK_25MA,61443
PAD_DRIVINGSINK_30MA,61444
PAD_DRIVINGSINK_35MA,61445
PAD_DRIVINGSINK_40MA,61446
,
,
PAD_DS_CGPIO0,268435456
PAD_DS_CGPIO1,268435458
PAD_DS_CGPIO2,268435460
PAD_DS_CGPIO3,268435462
PAD_DS_CGPIO4,268435464
PAD_DS_CGPIO5,268435466
PAD_DS_CGPIO6,268435468
PAD_DS_CGPIO7,268435470
PAD_DS_CGPIO8,268435472
PAD_DS_CGPIO9,268435474
PAD_DS_CGPIO10,268435476
PAD_DS_CGPIO11,2147483648
PAD_DS_CGPIO12,2147483652
PAD_DS_CGPIO13,2147483656
PAD_DS_CGPIO14,2147483660
PAD_DS_CGPIO15,2147483664
PAD_DS_CGPIO16,2147483668
PAD_DS_CGPIO17,2147483672
PAD_DS_CGPIO18,268435492
PAD_DS_CGPIO19,268435494
